index,aka,asn,created,id,info_ipv6,info_multicast,info_never_via_route_servers,info_prefixes4,info_prefixes6,info_ratio,info_scope,info_traffic,info_type,info_unicast,irr_as_set,looking_glass,name,policy_contracts,policy_general,policy_locations,policy_ratio,policy_url,route_server,status,updated,website
1,"Twitch, TwitchTV, Justin.tv",46489,2008-10-13T18:38:24Z,1956,True,False,False,30,10,Heavy Outbound,Global,,Content,True,AS-TWITCH,,Twitch,Not Required,Selective,Preferred,False,,,ok,2020-07-02T03:47:58Z,http://www.twitch.tv
